x	y	Gx	Gy	class	filename
16787	5278	688390	1882862	0	train/N_NCALM_4_00368.tif
15375	16573	687684	1877215	0	train/N_NCALM_4_00369.tif
16098	163	688046	1885420	0	train/N_NCALM_4_00370.tif
3780	18294	681887	1876354	0	train/N_NCALM_4_00371.tif
13428	9813	686711	1880595	0	train/N_NCALM_4_00372.tif
9322	12533	684658	1879235	0	train/N_NCALM_4_00373.tif
16400	5038	688197	1882982	0	train/N_NCALM_4_00374.tif
13753	12952	686873	1879025	0	train/N_NCALM_4_00375.tif
1060	17745	680527	1876629	0	train/N_NCALM_4_00376.tif
14055	7167	687024	1881918	0	train/N_NCALM_4_00377.tif
6263	9085	683128	1880959	0	train/N_NCALM_4_00378.tif
4707	15058	682350	1877972	0	train/N_NCALM_4_00379.tif
7698	15394	683846	1877804	0	train/N_NCALM_4_00380.tif
21039	1155	690516	1884924	0	train/N_NCALM_4_00381.tif
4413	9260	682203	1880871	0	train/N_NCALM_4_00382.tif
7036	13322	683515	1878840	0	train/N_NCALM_4_00383.tif
5576	12743	682785	1879130	0	train/N_NCALM_4_00384.tif
16709	1175	688351	1884914	0	train/N_NCALM_4_00385.tif
7769	7941	683881	1881531	0	train/N_NCALM_4_00386.tif
4645	13880	682319	1878561	0	train/N_NCALM_4_00387.tif
12484	9250	686239	1880876	0	train/N_NCALM_4_00388.tif
5486	16817	682740	1877093	0	train/N_NCALM_4_00389.tif
2089	12281	681041	1879361	0	train/N_NCALM_4_00390.tif
518	16495	680256	1877254	0	train/N_NCALM_4_00391.tif
10366	10724	685180	1880139	0	train/N_NCALM_4_00392.tif
10871	5152	685432	1882925	0	train/N_NCALM_4_00393.tif
3098	13499	681546	1878752	0	train/N_NCALM_4_00394.tif
804	19668	680399	1875667	0	train/N_NCALM_4_00395.tif
10741	3587	685367	1883708	0	train/N_NCALM_4_00396.tif
17781	5207	688887	1882898	0	train/N_NCALM_4_00397.tif
13708	17444	686851	1876779	0	train/N_NCALM_4_00398.tif
14325	1127	687159	1884938	0	train/N_NCALM_4_00399.tif
4388	12811	682191	1879096	0	train/N_NCALM_4_00400.tif
893	21947	680443	1874528	0	train/N_NCALM_4_00401.tif
2052	13847	681023	1878578	0	train/N_NCALM_4_00402.tif
17162	587	688578	1885208	0	train/N_NCALM_4_00403.tif
6815	14207	683404	1878398	0	train/N_NCALM_4_00404.tif
10923	3882	685458	1883560	0	train/N_NCALM_4_00405.tif
17030	2938	688512	1884032	0	train/N_NCALM_4_00406.tif
9864	6142	684929	1882430	0	train/N_NCALM_4_00407.tif
14149	1557	687071	1884723	0	train/N_NCALM_4_00408.tif
17597	5491	688795	1882756	0	train/N_NCALM_4_00409.tif
10323	6714	685158	1882144	0	train/N_NCALM_4_00410.tif
10186	3955	685090	1883524	0	train/N_NCALM_4_00411.tif
8160	9204	684077	1880899	0	train/N_NCALM_4_00412.tif
17669	1127	688831	1884938	0	train/N_NCALM_4_00413.tif
3456	13492	681725	1878755	0	train/N_NCALM_4_00414.tif
12898	981	686446	1885011	0	train/N_NCALM_4_00415.tif
10889	5586	685441	1882708	0	train/N_NCALM_4_00416.tif
14184	4091	687089	1883456	0	train/N_NCALM_4_00417.tif
5490	9299	682742	1880852	0	train/N_NCALM_4_00418.tif
16127	5478	688060	1882762	0	train/N_NCALM_4_00419.tif
17695	3896	688844	1883553	0	train/N_NCALM_4_00420.tif
11003	13154	685498	1878924	0	train/N_NCALM_4_00421.tif
1461	19870	680727	1875566	0	train/N_NCALM_4_00422.tif
499	20000	680246	1875501	0	train/N_NCALM_4_00423.tif
1440	21885	680717	1874559	0	train/N_NCALM_4_00424.tif
7602	8356	683798	1881323	0	train/N_NCALM_4_00425.tif
3129	11573	681561	1879715	0	train/N_NCALM_4_00426.tif
13176	13477	686585	1878763	0	train/N_NCALM_4_00427.tif
3758	11148	681876	1879927	0	train/N_NCALM_4_00428.tif
12473	1167	686233	1884918	0	train/N_NCALM_4_00429.tif
16214	1667	688104	1884668	0	train/N_NCALM_4_00430.tif
5758	12436	682876	1879283	0	train/N_NCALM_4_00431.tif
1968	21341	680981	1874831	0	train/N_NCALM_4_00432.tif
1037	14789	680515	1878107	0	train/N_NCALM_4_00433.tif
11614	2258	685804	1884372	0	train/N_NCALM_4_00434.tif
13490	17518	686742	1876742	0	train/N_NCALM_4_00435.tif
12106	14875	686050	1878064	0	train/N_NCALM_4_00436.tif
5877	11779	682935	1879612	0	train/N_NCALM_4_00437.tif
723	22239	680358	1874382	0	train/N_NCALM_4_00438.tif
4272	18047	682133	1876478	0	train/N_NCALM_4_00439.tif
17604	3547	688799	1883728	0	train/N_NCALM_4_00440.tif
13437	7145	686715	1881929	0	train/N_NCALM_4_00441.tif
4899	9158	682446	1880922	0	train/N_NCALM_4_00442.tif
15865	4301	687929	1883351	0	train/N_NCALM_4_00443.tif
18456	954	689225	1885024	0	train/N_NCALM_4_00444.tif
3321	16157	681657	1877423	0	train/N_NCALM_4_00445.tif
9679	10209	684836	1880397	0	train/N_NCALM_4_00446.tif
17166	5758	688580	1882622	0	train/N_NCALM_4_00447.tif
2384	20320	681189	1875341	0	train/N_NCALM_4_00448.tif
4972	16151	682483	1877426	0	train/N_NCALM_4_00449.tif
9740	9570	684867	1880716	0	train/N_NCALM_4_00450.tif
1601	17058	680797	1876972	0	train/N_NCALM_4_00451.tif
15751	2500	687872	1884251	0	train/N_NCALM_4_00452.tif
13219	13436	686606	1878783	0	train/N_NCALM_4_00453.tif
972	22567	680483	1874218	0	train/N_NCALM_4_00454.tif
14377	16673	687185	1877165	0	train/N_NCALM_4_00455.tif
14792	3675	687393	1883664	0	train/N_NCALM_4_00456.tif
4803	9777	682398	1880613	0	train/N_NCALM_4_00457.tif
18010	366	689002	1885318	0	train/N_NCALM_4_00458.tif
6472	11694	683233	1879654	0	train/N_NCALM_4_00459.tif
14937	15830	687465	1877586	0	train/N_NCALM_4_00460.tif
3008	14456	681501	1878273	0	train/N_NCALM_4_00461.tif
13996	17601	686995	1876701	0	train/N_NCALM_4_00462.tif
8861	11764	684427	1879619	0	train/N_NCALM_4_00463.tif
15769	6065	687881	1882469	0	train/N_NCALM_4_00464.tif
18293	1386	689143	1884808	0	train/N_NCALM_4_00465.tif
2935	14431	681464	1878286	0	train/N_NCALM_4_00466.tif
19483	3529	689738	1883737	0	train/N_NCALM_4_00467.tif
13304	1016	686649	1884993	0	train/N_NCALM_4_00468.tif
11922	15389	685958	1877807	0	train/N_NCALM_4_00469.tif
262	18180	680128	1876411	0	train/N_NCALM_4_00470.tif
726	20540	680360	1875231	0	train/N_NCALM_4_00471.tif
20174	1891	690084	1884556	0	train/N_NCALM_4_00472.tif
20659	2161	690326	1884421	0	train/N_NCALM_4_00473.tif
964	15138	680479	1877932	0	train/N_NCALM_4_00474.tif
5653	13139	682823	1878932	0	train/N_NCALM_4_00475.tif
8541	12587	684267	1879208	0	train/N_NCALM_4_00476.tif
14587	6194	687290	1882404	0	train/N_NCALM_4_00477.tif
3531	15383	681762	1877810	0	train/N_NCALM_4_00478.tif
2956	12976	681475	1879013	0	train/N_NCALM_4_00479.tif
14100	5741	687047	1882631	0	train/N_NCALM_4_00480.tif
1143	20298	680568	1875352	0	train/N_NCALM_4_00481.tif
796	21925	680395	1874539	0	train/N_NCALM_4_00482.tif
4277	9896	682135	1880553	0	train/N_NCALM_4_00483.tif
17187	2984	688590	1884009	0	train/N_NCALM_4_00484.tif
12938	8163	686466	1881420	0	train/N_NCALM_4_00485.tif
12284	12552	686139	1879225	0	train/N_NCALM_4_00486.tif
2482	19382	681238	1875810	0	train/N_NCALM_4_00487.tif
12544	12761	686269	1879121	0	train/N_NCALM_4_00488.tif
6996	15259	683495	1877872	0	train/N_NCALM_4_00489.tif
577	14571	680285	1878216	0	train/N_NCALM_4_00490.tif
15077	839	687535	1885082	0	train/N_NCALM_4_00491.tif
6865	6984	683429	1882009	0	train/N_NCALM_4_00492.tif
16802	1535	688398	1884734	0	train/N_NCALM_4_00493.tif
15280	7446	687637	1881778	0	train/N_NCALM_4_00494.tif
6708	16069	683351	1877467	0	train/N_NCALM_4_00495.tif
4719	13730	682356	1878636	0	train/N_NCALM_4_00496.tif
18442	3295	689218	1883854	0	train/N_NCALM_4_00497.tif
14382	15495	687188	1877754	0	train/N_NCALM_4_00498.tif
10478	14764	685236	1878119	0	train/N_NCALM_4_00499.tif
16358	1404	688176	1884799	0	train/N_NCALM_4_00500.tif
11203	16050	685598	1877476	0	train/N_NCALM_4_00501.tif
6402	16146	683198	1877428	0	train/N_NCALM_4_00502.tif
13138	1699	686566	1884652	0	train/N_NCALM_4_00503.tif
10587	6593	685290	1882205	0	train/N_NCALM_4_00504.tif
7382	10326	683688	1880338	0	train/N_NCALM_4_00505.tif
10555	6025	685274	1882489	0	train/N_NCALM_4_00506.tif
18904	3734	689449	1883634	0	train/N_NCALM_4_00507.tif
16278	1471	688136	1884766	0	train/N_NCALM_4_00508.tif
13976	15012	686985	1877995	0	train/N_NCALM_4_00509.tif
18253	2887	689123	1884058	0	train/N_NCALM_4_00510.tif
10368	15364	685181	1877819	0	train/N_NCALM_4_00511.tif
7356	14250	683675	1878376	0	train/N_NCALM_4_00512.tif
12345	12545	686169	1879229	0	train/N_NCALM_4_00513.tif
8774	11723	684384	1879640	0	train/N_NCALM_4_00514.tif
10975	10593	685484	1880205	0	train/N_NCALM_4_00515.tif
12708	6061	686351	1882471	0	train/N_NCALM_4_00516.tif
10312	13373	685153	1878815	0	train/N_NCALM_4_00517.tif
14221	2249	687107	1884377	0	train/N_NCALM_4_00518.tif
7356	11212	683675	1879895	0	train/N_NCALM_4_00519.tif
10974	12450	685484	1879276	0	train/N_NCALM_4_00520.tif
5754	8231	682874	1881386	0	train/N_NCALM_4_00521.tif
13392	6351	686693	1882326	0	train/N_NCALM_4_00522.tif
7932	7087	683963	1881958	0	train/N_NCALM_4_00523.tif
12577	10769	686285	1880117	0	train/N_NCALM_4_00524.tif
21169	1983	690581	1884510	0	train/N_NCALM_4_00525.tif
5009	13153	682501	1878925	0	train/N_NCALM_4_00526.tif
15914	5834	687954	1882584	0	train/N_NCALM_4_00527.tif
15424	5350	687709	1882826	0	train/N_NCALM_4_00528.tif
13960	503	686977	1885250	0	train/N_NCALM_4_00529.tif
1741	20809	680867	1875097	0	train/N_NCALM_4_00530.tif
20810	1781	690402	1884611	0	train/N_NCALM_4_00531.tif
14129	5577	687061	1882713	0	train/N_NCALM_4_00532.tif
9906	5087	684950	1882958	0	train/N_NCALM_4_00533.tif
5143	17731	682568	1876636	0	train/N_NCALM_4_00534.tif
14323	14702	687158	1878150	0	train/N_NCALM_4_00535.tif
12499	1574	686246	1884714	0	train/N_NCALM_4_00536.tif
9449	11277	684721	1879863	0	train/N_NCALM_4_00537.tif
11685	5029	685839	1882987	0	train/N_NCALM_4_00538.tif
13936	3840	686965	1883581	0	train/N_NCALM_4_00539.tif
12450	4517	686222	1883243	0	train/N_NCALM_4_00540.tif
12493	5067	686243	1882968	0	train/N_NCALM_4_00541.tif
11533	12381	685763	1879311	0	train/N_NCALM_4_00542.tif
1110	14636	680552	1878183	0	train/N_NCALM_4_00543.tif
17522	2579	688758	1884212	0	train/N_NCALM_4_00544.tif
2295	17311	681144	1876846	0	train/N_NCALM_4_00545.tif
13730	3500	686862	1883751	0	train/N_NCALM_4_00546.tif
3910	14113	681952	1878445	0	train/N_NCALM_4_00547.tif
10239	11808	685116	1879597	0	train/N_NCALM_4_00548.tif
12148	16496	686071	1877253	0	train/N_NCALM_4_00549.tif
12253	6882	686123	1882060	0	train/N_NCALM_4_00550.tif
11171	12783	685582	1879110	0	train/N_NCALM_4_00551.tif
2812	13817	681403	1878593	0	train/N_NCALM_4_00552.tif
9013	11188	684503	1879907	0	train/N_NCALM_4_00553.tif
14964	5193	687479	1882905	0	train/N_NCALM_4_00554.tif
14447	977	687220	1885013	0	train/N_NCALM_4_00555.tif
11805	15563	685899	1877720	0	train/N_NCALM_4_00556.tif
10306	4281	685150	1883361	0	train/N_NCALM_4_00557.tif
13067	4840	686530	1883081	0	train/N_NCALM_4_00558.tif
582	13562	680288	1878720	0	train/N_NCALM_4_00559.tif
13757	9097	686875	1880953	0	train/N_NCALM_4_00560.tif
10042	4769	685018	1883117	0	train/N_NCALM_4_00561.tif
10825	15095	685409	1877954	0	train/N_NCALM_4_00562.tif
2100	12318	681047	1879342	0	train/N_NCALM_4_00563.tif
14334	2730	687164	1884136	0	train/N_NCALM_4_00564.tif
13950	15938	686972	1877532	0	train/N_NCALM_4_00565.tif
2101	21022	681047	1874990	0	train/N_NCALM_4_00566.tif
8465	7937	684229	1881533	0	train/N_NCALM_4_00567.tif
13095	13820	686544	1878591	0	train/N_NCALM_4_00568.tif
4584	15541	682289	1877731	0	train/N_NCALM_4_00569.tif
8391	14231	684192	1878386	0	train/N_NCALM_4_00570.tif
11407	10636	685700	1880183	0	train/N_NCALM_4_00571.tif
18114	3414	689054	1883794	0	train/N_NCALM_4_00572.tif
13373	17211	686683	1876896	0	train/N_NCALM_4_00573.tif
1977	17260	680985	1876871	0	train/N_NCALM_4_00574.tif
1079	17750	680536	1876626	0	train/N_NCALM_4_00575.tif
5737	10405	682865	1880299	0	train/N_NCALM_4_00576.tif
13339	4997	686666	1883003	0	train/N_NCALM_4_00577.tif
13339	12653	686666	1879175	0	train/N_NCALM_4_00578.tif
10255	13406	685124	1878798	0	train/N_NCALM_4_00579.tif
11034	12698	685514	1879152	0	train/N_NCALM_4_00580.tif
9425	13617	684709	1878693	0	train/N_NCALM_4_00581.tif
10004	14981	684999	1878011	0	train/N_NCALM_4_00582.tif
17026	1967	688510	1884518	0	train/N_NCALM_4_00583.tif
13934	17385	686964	1876809	0	train/N_NCALM_4_00584.tif
18848	3226	689421	1883888	0	train/N_NCALM_4_00585.tif
9254	5421	684624	1882791	0	train/N_NCALM_4_00586.tif
15946	2810	687970	1884096	0	train/N_NCALM_4_00587.tif
1006	20177	680500	1875413	0	train/N_NCALM_4_00588.tif
2993	16978	681493	1877012	0	train/N_NCALM_4_00589.tif
22456	277	691225	1885363	0	train/N_NCALM_4_00590.tif
13981	13630	686987	1878686	0	train/N_NCALM_4_00591.tif
14389	4434	687191	1883284	0	train/N_NCALM_4_00592.tif
18492	2784	689243	1884109	0	train/N_NCALM_4_00593.tif
15327	5084	687660	1882959	0	train/N_NCALM_4_00594.tif
10386	16115	685190	1877444	0	train/N_NCALM_4_00595.tif
17338	1056	688666	1884973	0	train/N_NCALM_4_00596.tif
11462	2793	685728	1884105	0	train/N_NCALM_4_00597.tif
14896	14912	687445	1878045	0	train/N_NCALM_4_00598.tif
14231	7666	687112	1881668	0	train/N_NCALM_4_00599.tif
9302	13184	684648	1878909	0	train/N_NCALM_4_00600.tif
9677	9130	684835	1880936	0	train/N_NCALM_4_00601.tif
15704	4429	687849	1883287	0	train/N_NCALM_4_00602.tif
2551	17364	681272	1876819	0	train/N_NCALM_4_00603.tif
18876	430	689435	1885286	0	train/N_NCALM_4_00604.tif
10978	6038	685486	1882482	0	train/N_NCALM_4_00605.tif
9930	14893	684962	1878055	0	train/N_NCALM_4_00606.tif
4614	14169	682304	1878417	0	train/N_NCALM_4_00607.tif
6398	9301	683196	1880851	0	train/N_NCALM_4_00608.tif
5366	13895	682680	1878554	0	train/N_NCALM_4_00609.tif
13994	7964	686994	1881519	0	train/N_NCALM_4_00610.tif
3517	16485	681755	1877259	0	train/N_NCALM_4_00611.tif
2787	14952	681390	1878025	0	train/N_NCALM_4_00612.tif
15017	5988	687505	1882507	0	train/N_NCALM_4_00613.tif
13432	208	686713	1885397	0	train/N_NCALM_4_00614.tif
4461	11268	682227	1879867	0	train/N_NCALM_4_00615.tif
13454	12719	686724	1879142	0	train/N_NCALM_4_00616.tif
4425	16950	682209	1877026	0	train/N_NCALM_4_00617.tif
8978	10048	684486	1880477	0	train/N_NCALM_4_00618.tif
9651	14178	684822	1878412	0	train/N_NCALM_4_00619.tif
11780	10019	685887	1880492	0	train/N_NCALM_4_00620.tif
13415	1505	686704	1884749	0	train/N_NCALM_4_00621.tif
10458	11837	685226	1879583	0	train/N_NCALM_4_00622.tif
12028	12733	686011	1879135	0	train/N_NCALM_4_00623.tif
14809	15397	687401	1877803	0	train/N_NCALM_4_00624.tif
8578	7980	684286	1881511	0	train/N_NCALM_4_00625.tif
3784	10934	681889	1880034	0	train/N_NCALM_4_00626.tif
5780	14516	682887	1878243	0	train/N_NCALM_4_00627.tif
16869	2874	688431	1884064	0	train/N_NCALM_4_00628.tif
13918	7437	686956	1881783	0	train/N_NCALM_4_00629.tif
10373	13777	685183	1878613	0	train/N_NCALM_4_00630.tif
4313	19197	682153	1875903	0	train/N_NCALM_4_00631.tif
3110	11533	681552	1879735	0	train/N_NCALM_4_00632.tif
12480	13296	686237	1878853	0	train/N_NCALM_4_00633.tif
11658	6011	685826	1882496	0	train/N_NCALM_4_00634.tif
1274	20639	680634	1875182	0	train/N_NCALM_4_00635.tif
3142	11021	681568	1879991	0	train/N_NCALM_4_00636.tif
4927	11777	682460	1879613	0	train/N_NCALM_4_00637.tif
4353	15662	682173	1877670	0	train/N_NCALM_4_00638.tif
9655	6911	684824	1882046	0	train/N_NCALM_4_00639.tif
17307	5565	688650	1882719	0	train/N_NCALM_4_00640.tif
1009	17295	680501	1876854	0	train/N_NCALM_4_00641.tif
12672	10410	686333	1880296	0	train/N_NCALM_4_00642.tif
16734	2923	688364	1884040	0	train/N_NCALM_4_00643.tif
15382	4134	687688	1883434	0	train/N_NCALM_4_00644.tif
8213	7674	684103	1881664	0	train/N_NCALM_4_00645.tif
7842	9532	683918	1880735	0	train/N_NCALM_4_00646.tif
10057	9024	685025	1880989	0	train/N_NCALM_4_00647.tif
17008	1417	688501	1884793	0	train/N_NCALM_4_00648.tif
1267	18894	680630	1876054	0	train/N_NCALM_4_00649.tif
4898	8887	682446	1881058	0	train/N_NCALM_4_00650.tif
17886	944	688940	1885029	0	train/N_NCALM_4_00651.tif
1859	17507	680926	1876748	0	train/N_NCALM_4_00652.tif
1451	21125	680722	1874939	0	train/N_NCALM_4_00653.tif
3600	18686	681797	1876158	0	train/N_NCALM_4_00654.tif
12666	16698	686330	1877152	0	train/N_NCALM_4_00655.tif
19082	1136	689538	1884933	0	train/N_NCALM_4_00656.tif
3867	11574	681930	1879714	0	train/N_NCALM_4_00657.tif
3512	16650	681753	1877176	0	train/N_NCALM_4_00658.tif
5353	15799	682673	1877602	0	train/N_NCALM_4_00659.tif
15814	7016	687904	1881993	0	train/N_NCALM_4_00660.tif
17676	1315	688835	1884844	0	train/N_NCALM_4_00661.tif
10018	5573	685006	1882715	0	train/N_NCALM_4_00662.tif
2114	14004	681054	1878499	0	train/N_NCALM_4_00663.tif
11672	5004	685833	1882999	0	train/N_NCALM_4_00664.tif
16836	3973	688415	1883515	0	train/N_NCALM_4_00665.tif
8788	4848	684391	1883077	0	train/N_NCALM_4_00666.tif
7906	11905	683950	1879549	0	train/N_NCALM_4_00667.tif
1769	12931	680881	1879036	0	train/N_NCALM_4_00668.tif
1387	14283	680690	1878360	0	train/N_NCALM_4_00669.tif
9769	16783	684881	1877110	0	train/N_NCALM_4_00670.tif
8044	10575	684019	1880214	0	train/N_NCALM_4_00671.tif
5494	16135	682744	1877434	0	train/N_NCALM_4_00672.tif
13997	4058	686995	1883472	0	train/N_NCALM_4_00673.tif
9525	11371	684759	1879816	0	train/N_NCALM_4_00674.tif
5918	7361	682956	1881821	0	train/N_NCALM_4_00675.tif
1955	19889	680974	1875557	0	train/N_NCALM_4_00676.tif
6161	14848	683077	1878077	0	train/N_NCALM_4_00677.tif
15811	1265	687902	1884869	0	train/N_NCALM_4_00678.tif
8218	6059	684106	1882472	0	train/N_NCALM_4_00679.tif
11277	12150	685635	1879426	0	train/N_NCALM_4_00680.tif
2259	14603	681126	1878200	0	train/N_NCALM_4_00681.tif
20733	2568	690363	1884217	0	train/N_NCALM_4_00682.tif
14319	5777	687156	1882613	0	train/N_NCALM_4_00683.tif
11485	5263	685739	1882870	0	train/N_NCALM_4_00684.tif
974	21894	680484	1874554	0	train/N_NCALM_4_00685.tif
21498	722	690746	1885140	0	train/N_NCALM_4_00686.tif
20872	1282	690433	1884860	0	train/N_NCALM_4_00687.tif
15827	14885	687910	1878059	0	train/N_NCALM_4_00688.tif
10227	3844	685110	1883579	0	train/N_NCALM_4_00689.tif
10558	5173	685276	1882915	0	train/N_NCALM_4_00690.tif
15208	8079	687601	1881462	0	train/N_NCALM_4_00691.tif
10057	8202	685025	1881400	0	train/N_NCALM_4_00692.tif
15276	16433	687635	1877285	0	train/N_NCALM_4_00693.tif
3360	19395	681677	1875804	0	train/N_NCALM_4_00694.tif
10936	10557	685465	1880223	0	train/N_NCALM_4_00695.tif
13277	829	686635	1885087	0	train/N_NCALM_4_00696.tif
13104	13330	686549	1878836	0	train/N_NCALM_4_00697.tif
11595	11935	685794	1879534	0	train/N_NCALM_4_00698.tif
10358	6136	685176	1882433	0	train/N_NCALM_4_00699.tif
13469	15627	686731	1877688	0	train/N_NCALM_4_00700.tif
3205	11479	681599	1879762	0	train/N_NCALM_4_00701.tif
20886	2437	690440	1884283	0	train/N_NCALM_4_00702.tif
4323	10841	682158	1880081	0	train/N_NCALM_4_00703.tif
10442	15455	685218	1877774	0	train/N_NCALM_4_00704.tif
21808	1168	690901	1884917	0	train/N_NCALM_4_00705.tif
14304	7239	687149	1881882	0	train/N_NCALM_4_00706.tif
10473	14994	685233	1878004	0	train/N_NCALM_4_00707.tif
13905	8901	686949	1881051	0	train/N_NCALM_4_00708.tif
6678	14620	683336	1878191	0	train/N_NCALM_4_00709.tif
6905	12244	683449	1879379	0	train/N_NCALM_4_00710.tif
13367	16509	686680	1877247	0	train/N_NCALM_4_00711.tif
8277	12442	684135	1879280	0	train/N_NCALM_4_00712.tif
8459	12795	684226	1879104	0	train/N_NCALM_4_00713.tif
9931	6474	684962	1882264	0	train/N_NCALM_4_00714.tif
3754	14388	681874	1878307	0	train/N_NCALM_4_00715.tif
11519	16367	685756	1877318	0	train/N_NCALM_4_00716.tif
4870	9304	682432	1880849	0	train/N_NCALM_4_00717.tif
19550	2473	689772	1884265	0	train/N_NCALM_4_00718.tif
13723	7433	686858	1881785	0	train/N_NCALM_4_00719.tif
17901	2352	688947	1884325	0	train/N_NCALM_4_00720.tif
16293	6289	688143	1882357	0	train/N_NCALM_4_00721.tif
13014	14077	686504	1878463	0	train/N_NCALM_4_00722.tif
7505	8112	683749	1881445	0	train/N_NCALM_4_00723.tif
6086	7519	683040	1881742	0	train/N_NCALM_4_00724.tif
6219	12613	683106	1879195	0	train/N_NCALM_4_00725.tif
6156	12299	683075	1879352	0	train/N_NCALM_4_00726.tif
16402	137	688198	1885433	0	train/N_NCALM_4_00727.tif
13256	17158	686625	1876922	0	train/N_NCALM_4_00728.tif
12482	16675	686238	1877164	0	train/N_NCALM_4_00729.tif
16918	4734	688456	1883134	0	train/N_NCALM_4_00730.tif
1257	20688	680625	1875157	0	train/N_NCALM_4_00731.tif
11587	4364	685790	1883319	0	train/N_NCALM_4_00732.tif
9408	5389	684701	1882807	0	train/N_NCALM_4_00733.tif
4442	18736	682218	1876133	0	train/N_NCALM_4_00734.tif
3241	17165	681617	1876919	0	train/N_NCALM_4_00735.tif
17527	5039	688760	1882982	0	train/N_NCALM_4_00736.tif
11531	12170	685762	1879416	0	train/N_NCALM_4_00737.tif
12012	3561	686003	1883721	0	train/N_NCALM_4_00738.tif
7768	8852	683881	1881075	0	train/N_NCALM_4_00739.tif
770	14238	680382	1878382	0	train/N_NCALM_4_00740.tif
16361	1955	688177	1884524	0	train/N_NCALM_4_00741.tif
5438	11145	682716	1879929	0	train/N_NCALM_4_00742.tif
10548	4513	685271	1883245	0	train/N_NCALM_4_00743.tif
10483	5511	685238	1882746	0	train/N_NCALM_4_00744.tif
13928	4273	686961	1883365	0	train/N_NCALM_4_00745.tif
16813	967	688403	1885018	0	train/N_NCALM_4_00746.tif
13586	1704	686790	1884649	0	train/N_NCALM_4_00747.tif
17764	2984	688879	1884009	0	train/N_NCALM_4_00748.tif
4259	9795	682126	1880604	0	train/N_NCALM_4_00749.tif
4813	14728	682403	1878137	0	train/N_NCALM_4_00750.tif
4869	12900	682431	1879051	0	train/N_NCALM_4_00751.tif
3553	16556	681773	1877223	0	train/N_NCALM_4_00752.tif
7907	11659	683950	1879672	0	train/N_NCALM_4_00753.tif
16215	3079	688104	1883962	0	train/N_NCALM_4_00754.tif
5259	16431	682626	1877286	0	train/N_NCALM_4_00755.tif
14207	3583	687100	1883710	0	train/N_NCALM_4_00756.tif
12633	8238	686313	1881382	0	train/N_NCALM_4_00757.tif
15042	16561	687518	1877221	0	train/N_NCALM_4_00758.tif
10798	14218	685396	1878392	0	train/N_NCALM_4_00759.tif
9136	10088	684565	1880457	0	train/N_NCALM_4_00760.tif
10860	8421	685427	1881291	0	train/N_NCALM_4_00761.tif
6557	9466	683275	1880768	0	train/N_NCALM_4_00762.tif
4464	17398	682229	1876802	0	train/N_NCALM_4_00763.tif
14274	4420	687134	1883291	0	train/N_NCALM_4_00764.tif
1860	12090	680927	1879456	0	train/N_NCALM_4_00765.tif
16210	4805	688102	1883099	0	train/N_NCALM_4_00766.tif
4787	16450	682390	1877276	0	train/N_NCALM_4_00767.tif
4291	16360	682142	1877321	0	train/N_NCALM_4_00768.tif
7339	9573	683666	1880715	0	train/N_NCALM_4_00769.tif
14871	14389	687432	1878307	0	train/N_NCALM_4_00770.tif
570	16707	680282	1877148	0	train/N_NCALM_4_00771.tif
3815	18849	681904	1876077	0	train/N_NCALM_4_00772.tif
7447	8587	683720	1881208	0	train/N_NCALM_4_00773.tif
12453	2444	686223	1884279	0	train/N_NCALM_4_00774.tif
9308	14724	684651	1878139	0	train/N_NCALM_4_00775.tif
20644	1689	690319	1884657	0	train/N_NCALM_4_00776.tif
15208	5774	687601	1882614	0	train/N_NCALM_4_00777.tif
9148	13710	684571	1878646	0	train/N_NCALM_4_00778.tif
9106	12014	684550	1879494	0	train/N_NCALM_4_00779.tif
11303	8224	685648	1881389	0	train/N_NCALM_4_00780.tif
2539	13331	681266	1878836	0	train/N_NCALM_4_00781.tif
13358	4517	686676	1883243	0	train/N_NCALM_4_00782.tif
18975	4016	689484	1883493	0	train/N_NCALM_4_00783.tif
10757	7344	685375	1881829	0	train/N_NCALM_4_00784.tif
14412	2971	687203	1884016	0	train/N_NCALM_4_00785.tif
14365	14160	687179	1878421	0	train/N_NCALM_4_00786.tif
13881	13576	686937	1878713	0	train/N_NCALM_4_00787.tif
16550	2212	688272	1884395	0	train/N_NCALM_4_00788.tif
12518	2534	686256	1884234	0	train/N_NCALM_4_00789.tif
10988	8603	685491	1881200	0	train/N_NCALM_4_00790.tif
17552	129	688773	1885437	0	train/N_NCALM_4_00791.tif
1192	13985	680593	1878509	0	train/N_NCALM_4_00792.tif
14257	8585	687125	1881209	0	train/N_NCALM_4_00793.tif
11303	15570	685648	1877716	0	train/N_NCALM_4_00794.tif
1117	13687	680555	1878658	0	train/N_NCALM_4_00795.tif
962	17573	680478	1876715	0	train/N_NCALM_4_00796.tif
10279	11433	685136	1879785	0	train/N_NCALM_4_00797.tif
4905	13650	682449	1878676	0	train/N_NCALM_4_00798.tif
2696	17448	681345	1876777	0	train/N_NCALM_4_00799.tif
19493	1684	689743	1884659	0	train/N_NCALM_4_00800.tif
11511	7850	685752	1881576	0	train/N_NCALM_4_00801.tif
1849	15826	680921	1877588	0	train/N_NCALM_4_00802.tif
14113	501	687053	1885251	0	train/N_NCALM_4_00803.tif
918	22482	680456	1874260	0	train/N_NCALM_4_00804.tif
13549	6881	686771	1882061	0	train/N_NCALM_4_00805.tif
